"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"909","RAI2","1_short","ENSG00000131831","CE303","chrX:17802035-17837536","chrX:17837537-17837730","194","AC/CT","cassette",NA,"Y","Y",NA,"Y","Y",NA,NA,"chrX:17802035-17837536","chrX:17837731-17838999",50,50,50,50,50,50,50,50,50,50,50,0,0,16.7,0,0,0,38.1,50,46.4,40,50,25,44,25,27.8,25,25,50,47.7,45,50,"27.8",50,22.2,"1pct","TDPKDonly"
"910","RAI2","2","ENSG00000131831","CE304","chrX:17837734-17861097","chrX:17839000-17839105","106","AC/CT","cassette",NA,"Y",NA,NA,"Y",NA,NA,NA,"chrX:17837734-17838999;chrX:17802035-17838999;chrX:17837730-17838999;chrX:17837733-17838999","chrX:17839106-17861097",NA,NA,NA,100,NA,0,100,100,100,100,100,NA,NA,NA,NA,NA,0,100,100,100,100,100,0,100,NA,100,100,NA,100,100,100,100,"100",100,0,"10pct","TDPKDonly"
"911","RAI2","2","ENSG00000131831","CE304","chrX:17837734-17861097","chrX:17839000-17839105","106","AC/CT","cassette",NA,"Y",NA,NA,"Y",NA,NA,NA,"chrX:17837734-17838999;chrX:17802035-17838999;chrX:17837730-17838999;chrX:17837733-17838999","chrX:17839106-17861097",NA,NA,NA,100,NA,0,100,100,100,100,100,NA,NA,NA,NA,NA,0,100,100,100,100,100,0,100,NA,100,100,NA,100,100,100,100,"100",100,0,"5pct","TDPKDonly"
"912","RAI2","2","ENSG00000131831","CE304","chrX:17837734-17861097","chrX:17839000-17839105","106","AC/CT","cassette",NA,"Y",NA,NA,"Y",NA,NA,NA,"chrX:17837734-17838999;chrX:17802035-17838999;chrX:17837730-17838999;chrX:17837733-17838999","chrX:17839106-17861097",NA,NA,NA,100,NA,0,100,100,100,100,100,NA,NA,NA,NA,NA,0,100,100,100,100,100,0,100,NA,100,100,NA,100,100,100,100,"100",100,0,"1pct","TDPKDonly"
"913","RALGAPA2","1","ENSG00000188559","CE305","chr20:20472957-20495116","chr20:20490914-20491001","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:20472957-20490913","chr20:20491002-20495116",0,0,0,0,0,0,23.5,35.3,30.4,43.5,52.8,0,0,0,0,0,0,13.3,53.2,30.4,45.8,53.4,0,18.4,0,0,0,0,44.2,42.7,44.6,53.1,"0",53.1,53.1,"10pct","TDPKDonly"
"914","RALGAPA2","1","ENSG00000188559","CE305","chr20:20472957-20495116","chr20:20490914-20491001","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:20472957-20490913","chr20:20491002-20495116",0,0,0,0,0,0,23.5,35.3,30.4,43.5,52.8,0,0,0,0,0,0,13.3,53.2,30.4,45.8,53.4,0,18.4,0,0,0,0,44.2,42.7,44.6,53.1,"0",53.1,53.1,"5pct","TDPKDonly"
"915","RALGAPA2","1","ENSG00000188559","CE305","chr20:20472957-20495116","chr20:20490914-20491001","88","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:20472957-20490913","chr20:20491002-20495116",0,0,0,0,0,0,23.5,35.3,30.4,43.5,52.8,0,0,0,0,0,0,13.3,53.2,30.4,45.8,53.4,0,18.4,0,0,0,0,44.2,42.7,44.6,53.1,"0",53.1,53.1,"1pct","TDPKDonly"
"916","RALGAPA2","2","ENSG00000188559","CE306","chr20:20472957-20495116","chr20:20491485-20491538","54","AC/CT","cassette",NA,NA,NA,"Y",NA,"Y",NA,NA,"chr20:20491002-20491484","chr20:20491539-20495116",0,0,0,0,0,0,7.1,18.5,7.8,25.7,32,0,0,0,0,0.8,0,18.8,31.2,11.2,25.7,29.2,0,12.9,0,0.1,0,0.4,24.9,21.9,25.7,30.6,"0.4",30.6,30.2,"10pct","TDPKDonly"
"917","RALGAPA2","2","ENSG00000188559","CE306","chr20:20472957-20495116","chr20:20491485-20491538","54","AC/CT","cassette",NA,NA,NA,"Y",NA,"Y",NA,NA,"chr20:20491002-20491484","chr20:20491539-20495116",0,0,0,0,0,0,7.1,18.5,7.8,25.7,32,0,0,0,0,0.8,0,18.8,31.2,11.2,25.7,29.2,0,12.9,0,0.1,0,0.4,24.9,21.9,25.7,30.6,"0.4",30.6,30.2,"5pct","TDPKDonly"
"918","RALGAPA2","2","ENSG00000188559","CE306","chr20:20472957-20495116","chr20:20491485-20491538","54","AC/CT","cassette",NA,NA,NA,"Y",NA,"Y",NA,NA,"chr20:20491002-20491484","chr20:20491539-20495116",0,0,0,0,0,0,7.1,18.5,7.8,25.7,32,0,0,0,0,0.8,0,18.8,31.2,11.2,25.7,29.2,0,12.9,0,0.1,0,0.4,24.9,21.9,25.7,30.6,"0.4",30.6,30.2,"1pct","TDPKDonly"
"919","RALY",NA,"ENSG00000125970","CE307","chr20:34072331-34073562","chr20:34072870-34072914","45","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34072331-34072869","chr20:34072915-34073562",0,0,0,0,0,0,2.9,8.8,2.3,3.5,8.4,0,0,0,0,0,0,3.2,11.3,3.4,9.4,10.7,0,3,0,0,0,0,10.1,6.3,6.4,9.6,"0",10.1,10.1,"10pct","NMDi"
"920","RALY",NA,"ENSG00000125970","CE307","chr20:34072331-34073562","chr20:34072870-34072914","45","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34072331-34072869","chr20:34072915-34073562",0,0,0,0,0,0,2.9,8.8,2.3,3.5,8.4,0,0,0,0,0,0,3.2,11.3,3.4,9.4,10.7,0,3,0,0,0,0,10.1,6.3,6.4,9.6,"0",10.1,10.1,"5pct","NMDi"
"921","RALY",NA,"ENSG00000125970","CE307","chr20:34072331-34073562","chr20:34072870-34072914","45","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34072331-34072869","chr20:34072915-34073562",0,0,0,0,0,0,2.9,8.8,2.3,3.5,8.4,0,0,0,0,0,0,3.2,11.3,3.4,9.4,10.7,0,3,0,0,0,0,10.1,6.3,6.4,9.6,"0",10.1,10.1,"1pct","TDPKDonly"
"922","RANBP1",NA,"ENSG00000099901","CE308","chr22:20122422-20125307","chr22:20122580-20122697","118","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:20122422-20122579","chr22:20122698-20125307",0.1,0.2,0.3,0,0.5,0.5,9.5,30.6,22.7,25.8,48.3,0.6,0.2,0.4,0.6,0.4,0,9.3,24.1,30.3,43.4,45,0.3,9.4,0.2,0.4,0.3,0.4,27.4,35.9,34.6,46.6,"0.4",46.6,46.2,"10pct","NMDi"
"923","RANBP1",NA,"ENSG00000099901","CE308","chr22:20122422-20125307","chr22:20122580-20122697","118","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:20122422-20122579","chr22:20122698-20125307",0.1,0.2,0.3,0,0.5,0.5,9.5,30.6,22.7,25.8,48.3,0.6,0.2,0.4,0.6,0.4,0,9.3,24.1,30.3,43.4,45,0.3,9.4,0.2,0.4,0.3,0.4,27.4,35.9,34.6,46.6,"0.4",46.6,46.2,"5pct","TDPKDonly"
"924","RANBP1",NA,"ENSG00000099901","CE308","chr22:20122422-20125307","chr22:20122580-20122697","118","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:20122422-20122579","chr22:20122698-20125307",0.1,0.2,0.3,0,0.5,0.5,9.5,30.6,22.7,25.8,48.3,0.6,0.2,0.4,0.6,0.4,0,9.3,24.1,30.3,43.4,45,0.3,9.4,0.2,0.4,0.3,0.4,27.4,35.9,34.6,46.6,"0.4",46.6,46.2,"1pct","TDPKDonly"
"925","RANBP17",NA,"ENSG00000204764","CE309","chr5:171265848-171293882","chr5:171271151-171271277","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,"Y","chr5:171265848-171271150",NA,2.6,0,0,0,1.9,12.5,60.9,13.3,42,41.2,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,60.9,0,0.6,0,1.9,13.3,32,41.2,12.9,"7.6",60.9,53.3,"10pct","TDPKDonly"
"926","RANBP17",NA,"ENSG00000204764","CE309","chr5:171265848-171293882","chr5:171271151-171271277","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,"Y","chr5:171265848-171271150",NA,2.6,0,0,0,1.9,12.5,60.9,13.3,42,41.2,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,60.9,0,0.6,0,1.9,13.3,32,41.2,12.9,"7.6",60.9,53.3,"5pct","TDPKDonly"
"927","RANBP17",NA,"ENSG00000204764","CE309","chr5:171265848-171293882","chr5:171271151-171271277","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,"Y","chr5:171265848-171271150",NA,2.6,0,0,0,1.9,12.5,60.9,13.3,42,41.2,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,60.9,0,0.6,0,1.9,13.3,32,41.2,12.9,"7.6",60.9,53.3,"1pct","TDPKDonly"
"928","RAP1GAP",NA,"ENSG00000076864","CE310","chr1:21598503-21599493","chr1:21598723-21598820","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:21598503-21598722","chr1:21598821-21599493",0,0,0.5,0,0,0,15.2,4.1,44.4,46.8,13.5,0,0,0.5,0,0,0,13.8,3.3,44.4,44.5,9.9,0,14.5,0,0.2,0,0,3.7,33.9,45.6,11.7,"0.2",45.6,45.4,"10pct","TDPKDonly"
"929","RAP1GAP",NA,"ENSG00000076864","CE310","chr1:21598503-21599493","chr1:21598723-21598820","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:21598503-21598722","chr1:21598821-21599493",0,0,0.5,0,0,0,15.2,4.1,44.4,46.8,13.5,0,0,0.5,0,0,0,13.8,3.3,44.4,44.5,9.9,0,14.5,0,0.2,0,0,3.7,33.9,45.6,11.7,"0.2",45.6,45.4,"5pct","TDPKDonly"
"930","RAP1GAP",NA,"ENSG00000076864","CE310","chr1:21598503-21599493","chr1:21598723-21598820","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:21598503-21598722","chr1:21598821-21599493",0,0,0.5,0,0,0,15.2,4.1,44.4,46.8,13.5,0,0,0.5,0,0,0,13.8,3.3,44.4,44.5,9.9,0,14.5,0,0.2,0,0,3.7,33.9,45.6,11.7,"0.2",45.6,45.4,"1pct","TDPKDonly"
"931","RASA3",NA,"ENSG00000185989","CE311","chr13:113981859-113992484","chr13:113992155-113992184","30","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr13:113981859-113992154","chr13:113992185-113992484",0,0,0,0,0,0,3.9,0,17.7,14,2.1,0,0,0,0,0,0,6.7,2.1,30.1,21.3,4.1,0,5.3,0,0,0,0,1,14.9,17.6,3.1,"0",17.6,17.6,"10pct","NMDi"
"932","RASA3",NA,"ENSG00000185989","CE311","chr13:113981859-113992484","chr13:113992155-113992184","30","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr13:113981859-113992154","chr13:113992185-113992484",0,0,0,0,0,0,3.9,0,17.7,14,2.1,0,0,0,0,0,0,6.7,2.1,30.1,21.3,4.1,0,5.3,0,0,0,0,1,14.9,17.6,3.1,"0",17.6,17.6,"5pct","TDPKDonly"
"933","RASA3",NA,"ENSG00000185989","CE311","chr13:113981859-113992484","chr13:113992155-113992184","30","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr13:113981859-113992154","chr13:113992185-113992484",0,0,0,0,0,0,3.9,0,17.7,14,2.1,0,0,0,0,0,0,6.7,2.1,30.1,21.3,4.1,0,5.3,0,0,0,0,1,14.9,17.6,3.1,"0",17.6,17.6,"1pct","TDPKDonly"
"934","RBCK1",NA,"ENSG00000125826","CE312","chr20:410026-417525","chr20:417220-417342","123","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:410026-417219","chr20:417343-417525",0,0.8,3.8,0.9,2.9,0,10,13.4,14.9,7.2,20,2.3,0.8,1.4,1.7,0.7,3.7,5.3,5.6,8.7,5.3,10.6,1.5,7.7,0.8,1.9,1.3,1.8,9.5,11.1,6.2,15.3,"1.9",15.3,13.4,"10pct","NMDi"
"935","RBCK1",NA,"ENSG00000125826","CE312","chr20:410026-417525","chr20:417220-417342","123","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:410026-417219","chr20:417343-417525",0,0.8,3.8,0.9,2.9,0,10,13.4,14.9,7.2,20,2.3,0.8,1.4,1.7,0.7,3.7,5.3,5.6,8.7,5.3,10.6,1.5,7.7,0.8,1.9,1.3,1.8,9.5,11.1,6.2,15.3,"1.9",15.3,13.4,"5pct","TDPKDonly"
"936","RBCK1",NA,"ENSG00000125826","CE312","chr20:410026-417525","chr20:417220-417342","123","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:410026-417219","chr20:417343-417525",0,0.8,3.8,0.9,2.9,0,10,13.4,14.9,7.2,20,2.3,0.8,1.4,1.7,0.7,3.7,5.3,5.6,8.7,5.3,10.6,1.5,7.7,0.8,1.9,1.3,1.8,9.5,11.1,6.2,15.3,"1.9",15.3,13.4,"1pct","TDPKDonly"
"937","RGPD4",NA,"ENSG00000196862","CE313","chr2:107872929-107879967","chr2:107878621-107878820","200","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:107872929-107878620","chr2:107878821-107879967",0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,75,33.3,0,NA,0,0,0,0,0,27.1,37.5,16.6,"0",37.5,37.5,"10pct","NMDi"
"938","RGPD4",NA,"ENSG00000196862","CE313","chr2:107872929-107879967","chr2:107878621-107878820","200","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:107872929-107878620","chr2:107878821-107879967",0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,75,33.3,0,NA,0,0,0,0,0,27.1,37.5,16.6,"0",37.5,37.5,"5pct","NMDi"
"939","RGPD4",NA,"ENSG00000196862","CE313","chr2:107872929-107879967","chr2:107878621-107878820","200","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:107872929-107878620","chr2:107878821-107879967",0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,75,33.3,0,NA,0,0,0,0,0,27.1,37.5,16.6,"0",37.5,37.5,"1pct","NMDi"
"940","RGS7",NA,"ENSG00000182901","CE314","chr1:241098763-241355698","chr1:241101833-241102176","344","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241098763-241101832","chr1:241102177-241355698",0,2,4.1,1.9,1.2,0,0,36.4,2.4,8.5,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.9,0.6,18.2,7,4.2,15.7,"1.2",18.2,17,"10pct","NMDi"
"941","RGS7",NA,"ENSG00000182901","CE314","chr1:241098763-241355698","chr1:241101833-241102176","344","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241098763-241101832","chr1:241102177-241355698",0,2,4.1,1.9,1.2,0,0,36.4,2.4,8.5,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.9,0.6,18.2,7,4.2,15.7,"1.2",18.2,17,"5pct","NMDi"
"942","RGS7",NA,"ENSG00000182901","CE314","chr1:241098763-241355698","chr1:241101833-241102176","344","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:241098763-241101832","chr1:241102177-241355698",0,2,4.1,1.9,1.2,0,0,36.4,2.4,8.5,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.9,0.6,18.2,7,4.2,15.7,"1.2",18.2,17,"1pct","NMDi"
"943","RIN2",NA,"ENSG00000132669","CE315","chr20:19965025-19970837","chr20:19968392-19968424","33","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:19965025-19968391","chr20:19968425-19970837",0,2.2,0,0,0,0,23.1,13.8,16,10.5,9.3,0,0,0,0,0,0,21.1,13.8,16,10.5,12.5,0,22.1,1.1,0,0,0,13.8,12.5,10.5,10.9,"1.1",22.1,21,"10pct","TDPKDonly"
"944","RIN2",NA,"ENSG00000132669","CE315","chr20:19965025-19970837","chr20:19968392-19968424","33","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:19965025-19968391","chr20:19968425-19970837",0,2.2,0,0,0,0,23.1,13.8,16,10.5,9.3,0,0,0,0,0,0,21.1,13.8,16,10.5,12.5,0,22.1,1.1,0,0,0,13.8,12.5,10.5,10.9,"1.1",22.1,21,"5pct","TDPKDonly"
"945","RIN2",NA,"ENSG00000132669","CE315","chr20:19965025-19970837","chr20:19968392-19968424","33","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr20:19965025-19968391","chr20:19968425-19970837",0,2.2,0,0,0,0,23.1,13.8,16,10.5,9.3,0,0,0,0,0,0,21.1,13.8,16,10.5,12.5,0,22.1,1.1,0,0,0,13.8,12.5,10.5,10.9,"1.1",22.1,21,"1pct","TDPKDonly"
"946","RNASET2",NA,"ENSG00000026297","CE316","chr6:166952549-166956096","chr6:166955484-166955627","144","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:166952549-166955483","chr6:166955628-166956096",3.8,3.4,4.1,12.1,3.1,34.8,25,27.3,25,62.5,26.7,3.8,8.1,7.8,25.6,10.1,31.8,62.5,52.9,71.4,78.6,71.1,18.6,43.8,5.8,10.5,18.9,6.6,40.1,55.9,70.6,48.9,"18.9",70.6,51.7,"10pct","TDPKDonly"
"947","RNASET2",NA,"ENSG00000026297","CE316","chr6:166952549-166956096","chr6:166955484-166955627","144","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:166952549-166955483","chr6:166955628-166956096",3.8,3.4,4.1,12.1,3.1,34.8,25,27.3,25,62.5,26.7,3.8,8.1,7.8,25.6,10.1,31.8,62.5,52.9,71.4,78.6,71.1,18.6,43.8,5.8,10.5,18.9,6.6,40.1,55.9,70.6,48.9,"18.9",70.6,51.7,"5pct","TDPKDonly"
"948","RNASET2",NA,"ENSG00000026297","CE316","chr6:166952549-166956096","chr6:166955484-166955627","144","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:166952549-166955483","chr6:166955628-166956096",3.8,3.4,4.1,12.1,3.1,34.8,25,27.3,25,62.5,26.7,3.8,8.1,7.8,25.6,10.1,31.8,62.5,52.9,71.4,78.6,71.1,18.6,43.8,5.8,10.5,18.9,6.6,40.1,55.9,70.6,48.9,"18.9",70.6,51.7,"1pct","TDPKDonly"
"949","RNF115",NA,"ENSG00000265491","CE317","chr1:145784597-145788907","chr1:145788612-145788802","191","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:145784597-145788611","chr1:145788803-145788907",4.5,4.3,4.3,5.8,4.6,0,18.4,54.7,20.4,24.3,40.6,3.1,4.8,5.6,8.5,8.3,0,14.5,34,15.7,16.5,33.3,1.9,16.4,4.6,6.2,7.2,6.4,44.4,25.1,20.4,37,"7.2",44.4,37.2,"10pct","TDPKDonly"
"950","RNF115",NA,"ENSG00000265491","CE317","chr1:145784597-145788907","chr1:145788612-145788802","191","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:145784597-145788611","chr1:145788803-145788907",4.5,4.3,4.3,5.8,4.6,0,18.4,54.7,20.4,24.3,40.6,3.1,4.8,5.6,8.5,8.3,0,14.5,34,15.7,16.5,33.3,1.9,16.4,4.6,6.2,7.2,6.4,44.4,25.1,20.4,37,"7.2",44.4,37.2,"5pct","TDPKDonly"
"951","RNF115",NA,"ENSG00000265491","CE317","chr1:145784597-145788907","chr1:145788612-145788802","191","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:145784597-145788611","chr1:145788803-145788907",4.5,4.3,4.3,5.8,4.6,0,18.4,54.7,20.4,24.3,40.6,3.1,4.8,5.6,8.5,8.3,0,14.5,34,15.7,16.5,33.3,1.9,16.4,4.6,6.2,7.2,6.4,44.4,25.1,20.4,37,"7.2",44.4,37.2,"1pct","TDPKDonly"
"952","RNF144A",NA,"ENSG00000151692","CE318","chr2:7030216-7039628","chr2:7031277-7033089","1813","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:7030216-7031276","chr2:7033090-7039628",0.6,6,0.6,2.8,5.2,0,4.7,38.6,10.8,16.4,45.9,0,0.6,0.4,0,0.5,4.7,4.7,10.4,9.4,3.8,20,1.3,4.7,3.3,1.6,1.4,2.9,24.5,17.7,10.1,33,"3.3",33,29.7,"10pct","NMDi"
"953","RNF144A",NA,"ENSG00000151692","CE318","chr2:7030216-7039628","chr2:7031277-7033089","1813","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:7030216-7031276","chr2:7033090-7039628",0.6,6,0.6,2.8,5.2,0,4.7,38.6,10.8,16.4,45.9,0,0.6,0.4,0,0.5,4.7,4.7,10.4,9.4,3.8,20,1.3,4.7,3.3,1.6,1.4,2.9,24.5,17.7,10.1,33,"3.3",33,29.7,"5pct","NMDi"
"954","RNF144A",NA,"ENSG00000151692","CE318","chr2:7030216-7039628","chr2:7031277-7033089","1813","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:7030216-7031276","chr2:7033090-7039628",0.6,6,0.6,2.8,5.2,0,4.7,38.6,10.8,16.4,45.9,0,0.6,0.4,0,0.5,4.7,4.7,10.4,9.4,3.8,20,1.3,4.7,3.3,1.6,1.4,2.9,24.5,17.7,10.1,33,"3.3",33,29.7,"1pct","TDPKDonly"
"955","RNF20",NA,"ENSG00000155827","CE319","chr9:101557597-101560800","chr9:101559923-101560065","143","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:101557597-101559922","chr9:101560066-101560800",0.3,1.9,2.4,1,2.1,0,0,6.1,9,3,6.7,0.7,1.7,2,1.9,3,0,1,5.8,5.6,13.9,12.6,0.2,0.5,1.8,2.1,1.4,2.5,5.9,8.5,8.4,9.7,"2.5",9.7,7.2,"10pct","NMDi"
"956","RNF20",NA,"ENSG00000155827","CE319","chr9:101557597-101560800","chr9:101559923-101560065","143","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:101557597-101559922","chr9:101560066-101560800",0.3,1.9,2.4,1,2.1,0,0,6.1,9,3,6.7,0.7,1.7,2,1.9,3,0,1,5.8,5.6,13.9,12.6,0.2,0.5,1.8,2.1,1.4,2.5,5.9,8.5,8.4,9.7,"2.5",9.7,7.2,"5pct","NMDi"
"957","RNF20",NA,"ENSG00000155827","CE319","chr9:101557597-101560800","chr9:101559923-101560065","143","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:101557597-101559922","chr9:101560066-101560800",0.3,1.9,2.4,1,2.1,0,0,6.1,9,3,6.7,0.7,1.7,2,1.9,3,0,1,5.8,5.6,13.9,12.6,0.2,0.5,1.8,2.1,1.4,2.5,5.9,8.5,8.4,9.7,"2.5",9.7,7.2,"1pct","NMDi"
"958","RNFT2","1","ENSG00000135119","CE320","chr12:116779349-116833791","chr12:116788636-116788712","77","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116779349-116788635","chr12:116788713-116790033",0,0,0,0,0,0,17.6,44.4,21.4,0,66.7,0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,33.8,0,0,0,0,53.7,39.3,21.8,66,"0",66,66,"10pct","TDPKDonly"
"959","RNFT2","1","ENSG00000135119","CE320","chr12:116779349-116833791","chr12:116788636-116788712","77","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116779349-116788635","chr12:116788713-116790033",0,0,0,0,0,0,17.6,44.4,21.4,0,66.7,0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,33.8,0,0,0,0,53.7,39.3,21.8,66,"0",66,66,"5pct","TDPKDonly"
"960","RNFT2","1","ENSG00000135119","CE320","chr12:116779349-116833791","chr12:116788636-116788712","77","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116779349-116788635","chr12:116788713-116790033",0,0,0,0,0,0,17.6,44.4,21.4,0,66.7,0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,33.8,0,0,0,0,53.7,39.3,21.8,66,"0",66,66,"1pct","TDPKDonly"
"961","RNFT2","2","ENSG00000135119","CE321","chr12:116779349-116833791","chr12:116790034-116790087","54","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116788713-116790033","chr12:116790088-116833791",0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,0,0,0,0,0,12.5,56.5,0,23.5,42.9,0,31.2,0,0,0,0,59.8,35.7,33.5,54,"0",59.8,59.8,"10pct","TDPKDonly"
"962","RNFT2","2","ENSG00000135119","CE321","chr12:116779349-116833791","chr12:116790034-116790087","54","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116788713-116790033","chr12:116790088-116833791",0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,0,0,0,0,0,12.5,56.5,0,23.5,42.9,0,31.2,0,0,0,0,59.8,35.7,33.5,54,"0",59.8,59.8,"5pct","TDPKDonly"
"963","RNFT2","2","ENSG00000135119","CE321","chr12:116779349-116833791","chr12:116790034-116790087","54","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:116788713-116790033","chr12:116790088-116833791",0,0,0,0,0,0,50,63,38.9,43.5,65.2,0,0,0,0,0,0,12.5,56.5,0,23.5,42.9,0,31.2,0,0,0,0,59.8,35.7,33.5,54,"0",59.8,59.8,"1pct","TDPKDonly"
"964","ROBO2","1","ENSG00000185008","CE322","chr3:77622433-77634869","chr3:77624268-77624298","31","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr3:77622433-77624267","chr3:77624299-77634869",0,0,0,0,0,0,0,16.1,0,0.5,14.3,0,0,0,0,0,0,0,8.5,0,0,11.1,0,0,0,0,0,0,12.3,4.3,0.2,12.7,"0",12.7,12.7,"10pct","NMDi"
"965","ROBO2","1","ENSG00000185008","CE322","chr3:77622433-77634869","chr3:77624268-77624298","31","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr3:77622433-77624267","chr3:77624299-77634869",0,0,0,0,0,0,0,16.1,0,0.5,14.3,0,0,0,0,0,0,0,8.5,0,0,11.1,0,0,0,0,0,0,12.3,4.3,0.2,12.7,"0",12.7,12.7,"5pct","NMDi"
